BHID,From,To,Rock Type/ Alterations,Symbol,Rtype,Description,
BH5,1,2,Overburden,O-B,8,"Unconsolidated and loose material( sand, silt, clay etc) deposited by runoff. Non Coring",
BH5,2,3,Brecciated andesite,A,10,Dark grey fine to medium grained slightly altered andesite,
BH5,3,4,Brecciated andesite,A,10,Dark grey fine to medium grained slightly altered andesite,
BH5,4,5,Brecciated andesite,A,10,Dark grey fine to medium grained slightly altered andesite,
BH5,5,6,Andesite,A,10,Dark grey fine to medium grained slightly altered andesite,
BH5,6,7,Andesite,A,10,Dark grey fine to medium grained slightly altered andesite,
BH5,7,8,Andesite,A,10,Dark grey fine to medium grained slightly altered andesite,
BH5,8,9,Andesite,A,10,Dark grey fine to medium grained slightly altered andesite,
BH5,9,10,Andesite,A,10,Dark grey  to reddish grey fine to medium grained intermediate in compositon slightly  altered andesite,
BH5,10,11,Andesite,A,10,Dark grey  to reddish grey fine to medium grained intermediate in compositon slightly  altered andesite,
BH5,11,12,Andesite,A,10,Dark grey  to reddish grey fine to medium grained intermediate in compositon slightly  altered andesite,
BH5,12,13,Andesite,A,10,Dark grey  to reddish grey fine to medium grained intermediate in compositon slightly  altered andesite,
BH5,13,14,Basalt,B,2,Dark grey to reddish grey fine grained hydrothermally altered basalt,
BH5,14,15,Basalt,B,2,Dark grey to reddish grey fine grained hydrothermally altered basalt,
BH5,15,16,Basalt/Andesite,B-Ja,7,Light greenish grey to dark grey at places reddish grey maroon color hybrid rock containg jasperite,
BH5,16,17,Basalt/Andesite,B-Ja,7,Light greenish grey to dark grey at places reddish grey maroon color hybrid rock containg jasperite,
BH5,17,18,Basalt/Andesite,B-Ja,7,Light greenish grey to dark grey color hybrid altered rock,
BH5,18,19,Basalt/Andesite,B-Ja,7,Light greenish grey to dark grey color hybrid altered rock,
BH5,19,20,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,20,21,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,21,22,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,22,23,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,23,24,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,24,25,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,25,26,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,26,27,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,27,28,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,28,29,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,29,30,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,30,31,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,31,32,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,32,33,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,33,34,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,34,35,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,35,36,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,36,37,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,37,38,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,38,39,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,39,40,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,40,41,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,41,42,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,42,43,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,43,44,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,44,45,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,45,46,Basalt,B,2,Light greenish grey to Dark grey hydrothermally altered basalt,
BH5,46,47,Basalt,B,2,Light greenish grey to Dark grey hydrothermally altered basalt,
BH5,47,48,Basalt,B,2,Light greenish grey to Dark grey hydrothermally altered basalt,
BH5,48,49,Basalt,B,2,Light greenish grey to Dark grey hydrothermally altered basalt,
BH5,49,50,Basalt,B,2,Light greenish grey to Dark grey hydrothermally altered basalt,
BH5,50,51,Basalt,B,2,Light greenish grey to Dark grey hydrothermally altered basalt,
BH5,51,52,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,52,53,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,53,54,Andesite,A,10,Light greenish grey to Dark grey fine to medium grained slightly altered andesite,
BH5,54,55,Andesite,A,10,Light greenish grey to Dark grey fine to medium grained slightly altered andesite,
BH5,55,56,Andesite,A,10,Light greenish grey to Dark grey fine to medium grained slightly altered andesite,
BH5,56,57,Andesite,A,10,Light greenish grey to Dark grey fine to medium grained slightly altered andesite,
BH5,57,58,Andesite,A,10,Light greenish grey to Dark grey fine to medium grained slightly altered andesite,
BH5,58,59,Andesite,A,10,Light greenish grey to Dark grey fine to medium grained slightly altered andesite,
BH5,59,60,Andesite,A,10,Light greenish grey to Dark grey fine to medium grained slightly altered andesite,
BH5,60,61,Andesite,A,10,Light greenish grey to Dark grey fine to medium grained slightly altered andesite,
BH5,61,62,Andesite,A,10,Light greenish grey to Dark grey fine to medium grained slightly altered andesite,
BH5,62,63,Andesite,A,10,Light greenish grey to Dark grey fine to medium grained slightly altered andesite,
BH5,63,64,Basalt,A,10,Light greenish grey to Dark grey fine to medium grained slightly altered andesite,
BH5,64,65,Basalt,B,2,Dark grey fine grained mafic hydrothermally altered basalt,
BH5,65,66,Basalt,B,2,Dark grey fine grained mafic hydrothermally altered basalt,
BH5,66,67,Basalt,B,2,Dark grey fine grained mafic hydrothermally altered basalt,
BH5,67,68,Basalt,B,2,Dark grey fine grained mafic hydrothermally altered basalt,
BH5,68,69,Basalt,B,2,Dark grey fine grained mafic hydrothermally altered basalt,
BH5,69,70,Basalt,B,2,Dark grey fine grained mafic hydrothermally altered basalt,
BH5,70,71,Basalt,B,2,Dark grey fine grained highly fragmented mafic hydrothermally altered basalt,
BH5,71,72,Basalt,B,2,Dark grey fine grained highly fragmented mafic hydrothermally altered basalt,
BH5,72,73,Basalt,B,2,Dark grey fine grained highly fragmented mafic hydrothermally altered basalt,
BH5,73,74,Basalt,B,2,Dark grey fine grained highly fragmented mafic hydrothermally altered basalt,
BH5,74,75,Basalt,B,2,Dark grey fine grained highly fragmented mafic hydrothermally altered basalt,
BH5,75,76,Basalt,B,2,Dark grey fine grained highly fragmented mafic hydrothermally altered basalt,
BH5,76,77,Basalt,B,2,Dark grey fine grained highly fragmented mafic hydrothermally altered basalt,
BH5,77,78,Basalt,B,2,Dark grey fine grained highly fragmented mafic hydrothermally altered basalt,
BH5,78,79,Basalt,B,2,Dark grey fine grained highly fragmented mafic hydrothermally altered basalt,
BH5,79,80,Basalt,B,2,Dark grey fine grained highly fragmented mafic hydrothermally altered basalt,
BH5,80,81,Basalt,B,2,Dark grey fine grained highly fragmented mafic hydrothermally altered basalt,
BH5,81,82,Basalt,B,2,Dark grey fine grained highly fragmented mafic hydrothermally altered basalt,
BH5,82,83,Basalt,B,2,Dark grey fine grained highly fragmented mafic hydrothermally altered basalt,
BH5,83,84,Basalt,B,2,Dark grey fine grained  mafic hydrothermally altered basalt,
BH5,84,85,Basalt,B,2,Dark grey fine grained  mafic hydrothermally altered basalt,
BH5,85,86,Basalt,B,2,Dark grey fine grained  mafic hydrothermally altered basalt,
BH5,86,87,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,87,88,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,88,89,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,89,90,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,90,91,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,91,92,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,92,93,Basalt,B-Ja,7,Dark grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,93,94,Basalt,B,2,Dark grey fine grained mafic hydrothermally altered basalt,
BH5,94,95,Basalt,B,2,Dark grey fine grained mafic hydrothermally altered basalt,
BH5,95,96,Basalt,B,2,Dark grey fine grained mafic hydrothermally altered basalt,
BH5,96,97,Basalt,B,2,Dark grey fine grained mafic hydrothermally altered basalt,
BH5,97,98,Basalt,B,2,Light greenish grey to dark grey unaltered basalt,
BH5,98,99,Basalt,B-Ja,7,Light greenish grey at places reddish grey maroon color unaltered basalt containg jasperite,
BH5,99,100,Basalt,B-Ja,7,Light greenish grey at places reddish grey maroon color unaltered basalt containg jasperite,
BH5,100,101,Basalt,B-Ja,7,Light greenish grey at places reddish grey maroon color unaltered basalt containg jasperite,
BH5,101,102,Basalt,B-Ja,7,Light greenish grey at places reddish grey maroon color unaltered basalt containg jasperite,
BH5,102,103,Basalt,B-S,3,Light greenish grey to dark greenish grey slightly metasomatically altered basalt containg serpentine,
BH5,103,104,Basalt,B-S,3,Light greenish grey to dark greenish grey slightly metasomatically altered basalt containg serpentine,
BH5,104,105,Basalt,B-S,3,Light greenish grey to dark greenish grey slightly metasomatically altered basalt containg serpentine,
BH5,105,106,Basalt,B-S,3,Light greenish grey to dark greenish grey slightly metasomatically altered basalt containg serpentine,
BH5,106,107,Basalt,B-S,3,Light greenish grey to dark greenish grey slightly metasomatically altered basalt containg serpentine,
BH5,107,108,Basalt,B-S,3,Light greenish grey to dark greenish grey slightly metasomatically altered basalt containg serpentine,
BH5,108,109,Basalt,B-S,3,Light greenish grey to dark greenish grey slightly metasomatically altered basalt containg serpentine,
BH5,109,110,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic unaltered basalt,
BH5,110,111,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic unaltered basalt,
BH5,111,112,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic unaltered basalt,
BH5,112,113,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic unaltered basalt,
BH5,113,114,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic unaltered basalt,
BH5,114,115,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic unaltered basalt,
BH5,115,116,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic unaltered basalt,
BH5,116,117,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic unaltered basalt,
BH5,117,118,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic unaltered basalt,
BH5,118,119,Basalt,O,13,""" Core washed",
BH5,119,120,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic unaltered basalt,
BH5,120,121,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic unaltered basalt,
BH5,121,122,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic unaltered basalt,
BH5,122,123,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic unaltered basalt,
BH5,123,124,Basalt,B-Ja,7,Light to dark greenish grey at places reddish grey maroon color unaltered basalt containg jasperite and serpentinite,
BH5,124,125,Basalt,B-Ja,7,Light to dark greenish grey at places reddish grey maroon color unaltered basalt containg jasperite and serpentinite,
BH5,125,126,Basalt,B-S,3,Light to dark greenish grey unaltered basalt containg serpentinite,
BH5,126,127,Basalt,B-S,3,Light to dark greenish grey unaltered basalt containg serpentinite,
BH5,127,128,Basalt,B-S,3,Light to dark greenish grey unaltered basalt containg serpentinite,
BH5,128,129,Basalt,B-S,3,Light to dark greenish grey unaltered basalt containg serpentinite,
BH5,129,130,Basalt,B-S,3,Light to dark greenish grey unaltered basalt containg serpentinite,
BH5,130,131,Basalt,B-S,3,Light to dark greenish grey unaltered basalt containg serpentinite,
BH5,131,132,Basalt,B-Ja,7,Light greenish grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,132,133,Basalt,B-Ja,7,Light greenish grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,133,134,Basalt,B-Ja,7,Light greenish grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,134,135,Basalt,B-Ja,7,Light greenish grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,135,136,Basalt,B-Ja,7,Light greenish grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,136,137,Basalt,B-Ja,7,Light greenish grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,137,138,Basalt,B-Ja,7,Light greenish grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,138,139,Basalt,B-Ja,7,Light greenish grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,139,140,Basalt,B-Ja,7,Light greenish grey at places reddish grey maroon color altered basalt containg jasperite,
BH5,140,141,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,141,142,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,142,143,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,143,144,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,144,145,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,145,146,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,146,147,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,147,148,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,148,149,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,149,150,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,150,151,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,151,152,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,152,153,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,153,154,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,154,155,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,155,156,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,156,157,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic hydrothermally altered basalt,
BH5,157,158,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic hydrothermally altered basalt,
BH5,158,159,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic hydrothermally altered basalt,
BH5,159,160,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic hydrothermally altered basalt,
BH5,160,161,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic hydrothermally altered basalt,
BH5,161,162,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic hydrothermally altered basalt,
BH5,162,163,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic hydrothermally altered basalt,
BH5,163,164,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic hydrothermally altered basalt,
BH5,164,165,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic hydrothermally altered basalt,
BH5,165,166,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic hydrothermally altered basalt,
BH5,166,167,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic hydrothermally altered basalt,
BH5,167,168,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic hydrothermally altered basalt,
BH5,168,169,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic hydrothermally altered basalt,
BH5,169,170,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic hydrothermally altered basalt,
BH5,170,171,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,171,172,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,172,173,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,173,174,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,174,175,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,175,176,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,176,177,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,177,178,Basalt,B-S,3,Dark greenish grey glassy textured altered basalt containg serpentinite,
BH5,178,179,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic altered basalt,
BH5,179,180,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic altered basalt,
BH5,180,181,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic altered basalt,
BH5,181,182,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic altered basalt,
BH5,182,183,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic altered basalt,
BH5,183,184,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic altered basalt,
BH5,184,185,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic altered basalt,
BH5,185,186,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic altered basalt,
BH5,186,187,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic altered basalt,
BH5,187,188,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic altered basalt,
BH5,188,189,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic altered basalt,
BH5,189,190,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic altered basalt,
BH5,190,191,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic altered basalt,
BH5,191,192,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic altered basalt,
BH5,192,193,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic altered basalt,
BH5,193,194,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic altered basalt,
BH5,194,195,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic altered basalt,
BH5,195,196,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic altered basalt,
BH5,196,197,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic altered basalt,
BH5,197,198,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic altered basalt,
BH5,198,199,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic altered basalt,
BH5,199,200,Basalt,B-Ma,5,Light greenish grey to Dark grey fine grained  mafic altered basalt,
BH6,0,1,Alluvium,O-B,8,"Unconsolidated and loose material( sand, silt, clay etc) deposited by runoff. Non Coring",
BH6,1,2,Gabbros,Ga,14,Light greenish felsic  medium to coarse grained highly fragmented slightly altered gabbro.,
BH6,2,3,Gabbros,Ga,14,Light greenish felsic  medium to coarse grained highly fragmented slightly altered gabbro.,
BH6,3,4,Gabbros,Ga,14,Light greenish felsic  medium to coarse grained highly fragmented slightly altered gabbro.,
BH6,4,5,Gabbros,Ga,14,Light greenish felsic  medium to coarse grained highly fragmented slightly altered gabbro.,
BH6,5,6,Gabbros,Ga-Ja,14,Light greenish felsic  at places reddish grey medium to coarse grained slightly altered gabbro containing jasperite,
BH6,6,7,Gabbros,Ga-Ja,14,Light greenish felsic  at places reddish grey medium to coarse grained slightly altered gabbro containing jasperite,
BH6,7,8,Gabbros,Ga-Ja,14,Light greenish felsic  at places reddish grey medium to coarse grained slightly altered gabbro containing jasperite,
BH6,8,9,Gabbros,Ga-Ja,14,Light greenish felsic  at places reddish grey medium to coarse grained slightly altered gabbro containing jasperite,
BH6,9,10,Gabbros,Ga-Ja,14,Light greenish felsic  at places reddish grey medium to coarse grained slightly altered gabbro containing jasperite,
BH6,10,11,Gabbros,Ga,14,Light greenish  felsic  medium to coarse grained highly fragmented slightly altered gabbro.,
BH6,11,12,Gabbros,Ga,14,Light greenish  felsic  medium to coarse grained highly fragmented slightly altered gabbro.,
BH6,12,13,Gabbros,Ga,14,Light greenish  felsic  medium to coarse grained highly fragmented slightly altered gabbro.,
BH6,13,14,Gabbros,Ga,14,Light greenish  felsic  medium to coarse grained highly fragmented slightly altered gabbro.,
BH6,14,15,Gabbros,Ga,14,Light greenish  felsic  medium to coarse grained highly fragmented slightly altered gabbro.,
BH6,15,16,Gabbros,Ga,14,Light greenish  felsic  medium to coarse grained highly fragmented slightly altered gabbro.,
BH6,16,17,Gabbros/Basalt,Ga,14,Light greenish felsic to dark greenish grey fine to medium grained slightly altered hybrid  rock,
BH6,17,18,Gabbros/Basalt,Ga,14,Light greenish felsic to dark greenish grey fine to medium grained slightly altered hybrid  rock,
BH6,18,19,Gabbros/Basalt,Ga,14,Light greenish felsic to dark greenish grey fine to medium grained slightly altered hybrid  rock,
BH6,19,20,Gabbros/Basalt,Ga,14,Light greenish felsic to dark greenish grey fine to medium grained slightly altered hybrid  rock,
BH6,20,21,Gabbros/Basalt,Ga,14,Light greenish felsic to dark greenish grey fine to medium grained slightly altered hybrid  rock,
BH6,21,22,Gabbros/Basalt,Ga,14,Light greenish felsic to dark greenish grey fine to medium grained slightly altered hybrid  rock,
BH6,22,23,Basalt,B,2,Dark grenish-grey fine grained mafic hydrothermally altered basalt,
BH6,23,24,Basalt,B,2,Dark grenish-grey fine grained mafic hydrothermally altered basalt,
BH6,24,25,Basalt,B,2,Dark grenish-grey fine grained mafic hydrothermally altered basalt,
BH6,25,26,Basalt,B,2,Dark grenish-grey fine grained mafic hydrothermally altered basalt,
BH6,26,27,Basalt,B,2,Dark grenish-grey fine grained mafic hydrothermally altered basalt,
BH6,27,28,Basalt,B,2,Dark grenish-grey fine grained mafic hydrothermally altered basalt,
BH6,28,29,Basalt,B,2,Dark grenish-grey fine grained mafic hydrothermally altered basalt,
BH6,29,30,Basalt,B,2,Dark grenish-grey fine grained mafic hydrothermally altered basalt,
BH6,30,31,Gabbros,Ga,14,Light greenish felsic medium to coarse grained slightly altered gabbro.,
BH6,31,32,Gabbros,Ga,14,Light greenish felsic medium to coarse grained slightly altered gabbro.,
BH6,32,33,Gabbros,Ga,14,Light greenish felsic medium to coarse grained slightly altered gabbro.,
BH6,33,34,Gabbros,Ga,14,Light greenish felsic medium to coarse grained slightly altered gabbro.,
BH6,34,35,Gabbros,Ga,14,Light greenish felsic medium to coarse grained slightly altered gabbro.,
BH6,35,36,Gabbros,Ga,14,Light greenish felsic medium to coarse grained slightly altered gabbro.,
BH6,36,37,Gabbros/Basalt,Ga,14,Light greenish grey to dark greenish grey fine to medium grained slightly altered hybrid  rock,
BH6,37,38,Gabbros/Basalt,Ga,14,Light greenish grey to dark greenish grey fine to medium grained slightly altered hybrid  rock,
BH6,38,39,Gabbros/Basalt,Ga,14,Light greenish grey to dark greenish grey fine to medium grained slightly altered hybrid  rock,
BH6,39,40,Basalt,B,2,Dark grenish-grey fine grained mafic hydrothermally altered basalt,
BH6,40,41,Basalt,B,2,Dark grenish-grey fine grained mafic hydrothermally altered basalt,
BH6,41,42,Gabbros/Basalt,Ga,14,Light greenish felsic to dark greenish grey fine to medium grained slightly altered hybrid rock,
BH6,42,43,Gabbros/Basalt,Ga,14,Light greenish felsic to dark greenish grey fine to medium grained slightly altered hybrid rock,
BH6,43,44,Gabbros,Ga,14,Light greenish grey felsic medium to coarse grained altered gabbro.,
BH6,44,45,Gabbros,Ga,14,Light greenish grey felsic medium to coarse grained altered gabbro.,
BH6,45,46,Gabbros,Ga,14,Light greenish grey felsic medium to coarse grained altered gabbro.,
BH6,46,47,Basalt,B,2,Dark grenish-grey fine grained mafic hydrothermally altered basalt,
BH6,47,48,Basalt,B,2,Light grenish-grey fine grained unaltered basalt,
BH6,48,49,Basalt,B,2,Light grenish-grey fine grained unaltered basalt,
BH6,49,50,Basalt,B-Ja,7,Dark grenish-grey to reddish grey fine grained mafic hydrothermally altered basalt at places contain jasperite,
BH6,50,51,Basalt,B-Ja,7,Dark grenish-grey to reddish grey fine grained mafic hydrothermally altered basalt at places contain jasperite,
BH6,51,52,Basalt,B-Ja,7,Dark grenish-grey to reddish grey fine grained mafic hydrothermally altered basalt at places contain jasperite,
BH6,52,53,Basalt,B-Ja,7,Dark grenish-grey to reddish grey fine grained mafic hydrothermally altered basalt at places contain jasperite,
BH6,53,54,Basalt,B-Ja,7,Dark grenish-grey to reddish grey fine grained mafic hydrothermally altered basalt at places contain jasperite,
BH6,54,55,Basalt,B-Ja,7,Dark grenish-grey to reddish grey fine grained mafic hydrothermally altered basalt at places contain jasperite,
BH6,55,56,Vesicular basalt,B-Mg,12,Light grenish-grey fine grained unaltered basalt containing vesicles filled with zeolte and magnesite (amygdyloidal basalt),
BH6,56,57,Vesicular basalt,B-Mg,12,Light grenish-grey fine grained unaltered basalt containing vesicles filled with zeolte and magnesite (amygdyloidal basalt),
BH6,57,58,Vesicular basalt,B-Mg,12,Light grenish-grey fine grained unaltered basalt containing vesicles filled with zeolte and magnesite (amygdyloidal basalt),
BH6,58,59,Vesicular basalt,B-Mg,12,Light grenish-grey fine grained unaltered basalt containing vesicles filled with zeolte and magnesite (amygdyloidal basalt),
BH6,59,60,Vesicular basalt,B-Mg,12,Light grenish-grey fine grained unaltered basalt containing vesicles filled with zeolte and magnesite (amygdyloidal basalt),
BH6,60,61,Vesicular basalt,B-Mg,12,Light grenish-grey fine grained unaltered basalt containing vesicles filled with zeolte and magnesite (amygdyloidal basalt),
BH6,61,62,Vesicular basalt,B-Mg,12,Light grenish-grey fine grained unaltered basalt containing vesicles filled with zeolte and magnesite (amygdyloidal basalt),
BH6,62,63,Basalt,B-Ja,7,Dark grenish-grey to reddish grey fine grained mafic hydrothermally altered basalt at places contain jasperite,
BH6,63,64,Basalt,B-Ja,7,Dark grenish-grey to reddish grey fine grained mafic hydrothermally altered basalt at places contain jasperite,
BH6,64,65,Basalt,B-Ja,7,Dark grenish-grey to reddish grey fine grained mafic hydrothermally altered basalt at places contain jasperite,
BH6,65,66,Basalt,B-Ja,7,Dark grenish-grey to reddish grey fine grained mafic hydrothermally altered basalt at places contain jasperite,
BH6,66,67,Basalt,B-Ja,7,Dark grenish-grey to reddish grey fine grained mafic hydrothermally altered basalt at places contain jasperite,
BH6,67,68,Basalt,B-Ja,7,Dark grenish-grey to reddish grey fine grained mafic hydrothermally altered basalt at places contain jasperite,
BH6,68,69,Basalt,B-Ja,7,Dark grenish-grey to reddish grey fine grained mafic hydrothermally altered basalt at places contain jasperite,
BH6,69,70,Basalt,B-Ja,7,Dark grenish-grey to reddish grey fine grained mafic hydrothermally altered basalt at places contain jasperite,
BH6,70,71,Basalt,B-Ja,7,Dark grenish-grey to reddish grey fine grained mafic hydrothermally altered basalt at places contain jasperite,
BH6,71,72,Andesite/Gabbros,B-Ja,7,Light greenish grey  at places redish brown medium to coarse grained slightly altered hybrid igneous rock containing jasperte,
